cycle_id,broad_episode_id,panel_month,first_hike,GOLD_RET_3M_LAGGED,GOLD_RET_6M_LAGGED,GOLD_VOL_6M_LAGGED,CYCLE_AGE_MONTHS,RT_IPT_YOY,RT_IPT_VINTAGE_PERIOD,INDPRO_YOY,GOLD_FWD_6M_RET,TARGET_END_PERIOD
T10_2022,B07,2023-11,2022-03-16,-0.017939518195796977,-0.04200000000000004,0.011156713740705653,20,0.000966183574879,2023-10,-0.0026724769428521,0.2165970772442589,2024-04
T10_2022,B07,2023-12,2022-03-16,0.033871808233454814,-0.004016064257028162,0.02062391318961671,21,-0.006769825918762,2023-11,-0.007742988102069,0.1849798387096775,2024-05
T10_2022,B07,2024-01,2022-03-16,0.05741127348643005,0.04271744724652593,0.018200697239675087,22,-0.0038797284190106,2023-12,-0.0009043615385835,0.1480750246791708,2024-06
T10_2022,B07,2024-02,2022-03-16,0.061586638830897655,0.0425422860071758,0.018206110635986077,23,0.0098522167487684,2024-01,0.0083865910767553,0.1789577187807276,2024-07
T10_2022,B07,2024-03,2022-03-16,0.019657258064516236,0.05419489317352788,0.015737008285339305,24,0.0009756097560975,2024-02,-0.0127625491269089,0.2209589718240237,2024-08
T10_2022,B07,2024-04,2022-03-16,0.06515301085883518,0.12630480167014624,0.02651560503907022,25,-0.0029239766081871,2024-03,-0.0035432664027599,0.1913809082483781,2024-09
T10_2022,B07,2024-05,2022-03-16,0.14601769911504414,0.21659707724425892,0.03290478430997141,26,0.0,2024-04,-0.0055731262466529,0.1540111540111539,2024-10
T10_2022,B07,2024-06,2022-03-16,0.16213544241225897,0.1849798387096775,0.03428008783689526,27,-0.003875968992248,2024-05,-0.0099710625857999,0.1276052743513398,2024-11
T10_2022,B07,2024-07,2022-03-16,0.077849860982391,0.14807502467917089,0.037879361331578605,28,0.0038872691933915,2024-06,-0.0006499644303002,0.1384350816852966,2024-12
T10_2022,B07,2024-08,2022-03-16,0.02874302874302881,0.17895771878072764,0.0367391002311421,29,0.015625,2024-07,0.0077347492399091,0.1301084236864054,2025-01
